公司代號名稱,資料來源,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
5522 - 遠雄,股東會確認,1,108/03/26,108/06/06,"15,813,566,365","2,003,517,051","17,164,948,123","14,746,170,400",3,0,"2,418,777,723",0,0,0,新台幣                 10.0000元
5525 - 順天,股東會確認,1,108/03/15,108/06/06,"517,464,857","928,325,013","1,355,119,848","686,960,086",2,0,"445,439,842",1,0,"22,271,992",新台幣                 10.0000元
5531 - 鄉林,股東會確認,1,108/05/10,108/06/25,"528,008,294","162,390,876","636,937,821","539,663,121",0,0,0,0.1,0,"9,727,470",新台幣                 10.0000元
5533 - 皇鼎,股東會確認,1,108/03/12,108/06/10,"3,410,698,619","234,146,786","3,628,547,356","3,428,875,895",0.7,0,"199,671,461",0,0,0,新台幣                 10.0000元
5534 - 長虹,股東會確認,1,108/05/07,108/06/18,"4,560,379,161","4,164,651,561","8,308,565,566","6,276,286,846",7,0,"2,032,281,720",0,0,0,新台幣                 10.0000元
5538 - 東明-KY,股東會確認,1,108/03/15,108/06/14,"526,773,713","535,869,923","942,807,346","606,807,346",2,0,"336,000,000",0,0,0,新台幣                 10.0000元
5607 - 遠雄港,股東會確認,1,108/03/27,108/06/25,"993,898,685","220,657,214","1,187,532,636","1,119,540,996",0.4,0,"67,991,640",0,0,0,新台幣                 10.0000元
5608 - 四維航,股東會確認,1,108/03/27,108/06/25,"-1,442,935,452","-151,002,771","-157,765,435","-157,765,435",0,0,0,0,0,0,新台幣                 10.0000元
5706 - 鳳凰,股東會確認,1,108/03/25,108/06/14,"653,854","158,506,636","123,700,716","528,260",1.61,0,"93,984,676",0.5,0,"2,918,778",新台幣                 10.0000元
5871 - 中租-KY,股東會確認,1,108/03/22,108/05/24,"18,594,858,194","13,369,369,891","30,951,282,866","25,148,467,206",4.2,0,"5,415,961,290",0.3,0,"38,685,437",新台幣                 10.0000元
5876 - 上海商銀,股東會確認,1,0,108/06/14,"9,946,995,052","13,711,970,511","19,316,884,629","11,113,678,349",2,0,"8,203,206,280",0,0,0,新台幣                 10.0000元
5880 - 合庫金,股東會確認,1,108/03/25,108/06/21,"133,133,263","15,618,243,084","13,285,660,134","88,436,162",0.75,0,"9,426,588,552",0.3,0,"377,063,542",新台幣                 10.0000元
5906 - 台南-KY,股東會確認,1,108/03/19,108/06/19,"-432,368,093","9,031,073",0,0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
5907 - 大洋-KY,股東會確認,1,108/03/28,108/06/27,"2,169,314,918","495,344,921","2,385,669,497","2,054,483,747",1.75,0,"331,185,750",0,0,0,新台幣                 10.0000元
6005 - 群益證,股東會確認,1,108/03/29,108/06/24,"-14,977,213","1,408,864,938","964,138,795","35,775,556",0.4,0,"928,363,239",0,0,0,新台幣                 10.0000元
6024 - 群益期,股東會確認,1,108/03/27,108/05/30,"482,614","835,205,487","600,446,683","558,897",3.4,0,"599,887,786",0,0,0,新台幣                 10.0000元
6108 - 競國,股東會確認,1,108/03/22,108/06/19,"912,840,904","555,627,834","1,363,787,279","964,039,001",2.5,0,"399,748,278",0,0,0,新台幣                 10.0000元
6112 - 聚碩,股東會確認,1,108/03/13,108/05/28,"148,735,238","318,054,600","434,984,378","212,516,495",1.5,0,"166,850,913",0.5,0.5,"11,123,394",新台幣                 10.0000元
6115 - 鎰勝,股東會確認,1,108/03/26,108/06/26,"486,330,697","526,432,560","895,291,389","426,136,004",2.5,0.5,"562,986,462",0,0,0,新台幣                 10.0000元
6116 - 彩晶,股東會確認,1,108/03/15,108/06/05,"5,832,542,074","1,023,558,758","7,008,285,091","6,068,104,936",0.3,0,"940,180,155",0,0,0,新台幣                 10.0000元
6117 - 迎廣,股東會確認,1,108/05/09,108/06/19,"192,097,094","-190,950,513",0,0,0,0,0,0,0,0,新台幣                 10.0000元
6120 - 達運,股東會確認,1,108/04/23,108/06/12,"121,770,583","321,897,608","135,524,599",0,0.20362641,0.13637359,"226,288,739",0,0,0,新台幣                 10.0000元
6128 - 上福,股東會確認,1,108/03/26,108/06/26,"352,509,692","41,462,333","402,119,537","146,942,057",2,0,"255,177,480",0,0,0,新台幣                 10.0000元
6131 - 鈞泰,股東會確認,1,108/03/28,108/08/13,"50,405,325","-816,408,575","-831,316,306","-831,316,306",0,0,0,0,0,0,新台幣                 10.0000元
6133 - 金橋,股東會確認,1,108/03/29,108/06/28,"102,906,446","14,314,388","80,110,474","65,015,165",0.1290128,0.12098721,"29,251,574",0,0,0,新台幣                 10.0000元
6136 - 富爾特,股東會確認,1,108/03/25,108/06/19,"1,727,397","86,434,321","156,308,797","1,490,005",1.34,0.16,"173,304,618",0,0,0,新台幣                 10.0000元
6139 - 亞翔,股東會確認,1,108/03/06,108/05/24,"1,085,451,653","543,096,827","1,482,354,644","1,144,043,250",1.5,0,"338,311,394",0,0,0,新台幣                 10.0000元
6141 - 柏承,股東會確認,1,108/03/26,108/06/18,"99,704,984","-88,090,789","27,551,429","14,554,984",0.1,0,"12,996,445",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6142 - 友勁,股東會確認,1,108/03/26,108/06/21,"-207,491,160","-220,697,492","-248,786,178","-248,786,178",0,0,0,0,0,0,新台幣                 10.0000元
6152 - 百一,股東會確認,1,108/03/19,108/06/20,0,"-592,387,422","-568,053,394","-568,053,394",0,0,0,0,0,0,新台幣                 10.0000元
6153 - 嘉聯益,股東會確認,1,108/03/19,108/06/14,"1,695,174,214","800,887,081","2,215,692,771","1,975,692,971",0.3,0,"119,999,900",0.3,0,"11,999,990",新台幣                 10.0000元
6155 - 鈞寶,股東會確認,1,108/02/26,108/05/29,"1,688,890","127,497,108","92,923,678","6,633,109",1,0,"86,290,569",0,0,0,新台幣                 10.0000元
6164 - 華興,股東會確認,1,108/03/14,108/06/05,"1,572,517","21,520,218","10,060,092","60,068",0.1,0.1,"20,000,048",0,0,0,新台幣                 10.0000元
6165 - 捷泰,股東會確認,1,108/03/28,108/06/28,"-58,739,003","-4,566,744","-63,305,747","-63,305,747",0,0,0,0,0,0,新台幣                 10.0000元
6166 - 凌華,股東會確認,1,108/03/25,108/06/19,"4,116,472","244,442,401","244,124,048","4,848,600",1.1,0.2,"282,780,074",0,0,0,新台幣                 10.0000元
6168 - 宏齊,股東會確認,1,108/03/26,108/06/25,"1,868,264","235,901,966","209,977,503","3,907,702",1,0,"206,069,801",0,0,0,新台幣                 10.0000元
6172 - 互億,股東會確認,1,108/03/18,108/06/05,"-7,259,253","9,152,895","1,704,278","1,704,278",0,0,0,0,0,0,新台幣                 10.0000元
6176 - 瑞儀,股東會確認,1,108/04/25,108/06/06,"7,442,863,667","5,037,526,658","11,627,764,679","8,372,573,838",7,0,"3,255,190,841",0,0,0,新台幣                 10.0000元
6177 - 達麗,股東會確認,1,108/04/25,108/06/13,"263,862,166","47,310,667","330,524,596","86,066,476",0.5,0,"122,229,060",0.5,0,"12,222,906",新台幣                 10.0000元
6183 - 關貿,股東會確認,1,108/02/21,108/06/21,"14,053,527","280,039,775","261,151,771","12,151,771",1.66,0,"249,000,000",0,0,0,新台幣                 10.0000元
6184 - 大豐電,股東會確認,1,108/03/11,108/06/10,"461,970","352,028,409","219,190,657","832,350",1.38,1.12,"395,576,643",0,0,0,新台幣                 10.0000元
6189 - 豐藝,股東會確認,1,108/03/21,108/06/14,"1,172,414","521,973,908","471,100,244","211,384",2.63,0,"470,888,860",0,0,0,新台幣                 10.0000元
6191 - 精成科,股東會確認,1,108/03/25,108/06/18,"1,021,439,409","557,329,850","1,523,448,731","1,370,284,660",0.3,0,"153,164,071",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6192 - 巨路,股東會確認,1,108/03/22,108/06/25,"1,939,293,765","742,207,930","2,454,133,070","2,101,561,911",3.3,0,"352,571,159",0,0,0,新台幣                 10.0000元
6196 - 帆宣,股東會確認,1,108/02/18,108/05/30,"1,385,552,685","792,581,914","2,117,806,092","1,561,032,300",3,0,"556,773,792",0,0,0,新台幣                 10.0000元
6197 - 佳必琪,股東會確認,1,108/03/21,108/06/14,"354,075,893","277,604,387","442,111,240","279,995,299",1.35,0.65,"240,171,764",0,0,0,新台幣                 10.0000元
6201 - 亞弘電,股東會確認,1,108/02/22,108/06/06,"463,809,792","263,411,621","703,033,247","462,193,247",2.7,0,"240,840,000",0,0,0,新台幣                 10.0000元
6202 - 盛群,股東會確認,1,108/03/06,108/05/29,"26,786","1,063,989,591","951,802,582","86,796",4.208,0.492,"1,062,990,540",0,0,0,新台幣                 10.0000元
6205 - 詮欣,股東會確認,1,108/03/15,108/06/19,"344,527,628","144,311,439","453,404,843","345,646,224",1.5,0,"107,758,619",0,0,0,新台幣                 10.0000元
6206 - 飛捷,股東會確認,1,108/03/19,108/06/12,"735,898,421","801,447,918","1,219,062,785","575,282,327",4.5,0.5,"715,311,620",0,0,0,新台幣                 10.0000元
6209 - 今國光,股東會確認,1,108/03/27,108/06/18,"508,557,093","-73,059,466","433,616,652","433,616,652",0,0,0,0,0,0,新台幣                 10.0000元
6213 - 聯茂,股東會確認,1,108/03/14,108/06/13,"1,375,881,860","1,774,557,475","2,936,859,418","1,785,621,990",3.8,0,"1,151,237,428",0,0,0,新台幣                 10.0000元
6214 - 精誠,股東會確認,1,108/03/21,108/06/13,"1,528,807,507","1,051,417,745","3,586,590,894","2,562,896,339",3.8,1.2,"1,346,966,520",0,0,0,新台幣                 10.0000元
6215 - 和椿,股東會確認,1,108/03/21,108/06/10,"42,424,880","48,900,841","83,064,015","41,669,168",0.5,0,"41,394,847",0,0,0,新台幣                 10.0000元
6216 - 居易,股東會確認,1,108/03/27,108/06/27,0,"187,734,037","168,188,076",0,1.98399014,0,"168,188,076",0,0,0,新台幣                 10.0000元
6224 - 聚鼎,股東會確認,1,108/03/15,108/06/19,"308,247,025","350,035,002","607,591,811","307,584,918",3.75,0,"300,006,893",0,0,0,新台幣                 10.0000元
6225 - 天瀚,股東會確認,1,108/03/28,108/06/20,"-1,016,294,557","-18,414,689","-1,139,580,992","-1,139,580,992",0,0,0,0,0,0,新台幣                 10.0000元
6226 - 光鼎,股東會確認,1,108/03/15,108/06/06,"4,689","8,113,507","4,420,661","46,741",0.039,0.081,"13,458,214",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6230 - 超眾,股東會確認,1,108/03/08,108/06/24,"1,245,874,155","595,610,342","1,767,011,556","1,361,197,595",4.7,0,"405,813,961",0,0,0,新台幣                 10.0000元
6235 - 華孚,股東會確認,1,108/02/25,108/06/18,"361,896,594","168,262,721","516,442,296","432,619,993",0.5,0,"83,822,303",0,0,0,新台幣                 10.0000元
6239 - 力成,股東會確認,1,108/03/14,108/05/31,"20,289,233,005","6,234,276,436","26,120,456,075","22,380,552,232",4.8,0,"3,739,903,843",0,0,0,新台幣                 10.0000元
6243 - 迅杰,股東會確認,1,108/03/20,108/06/13,"-206,640,226","-60,138,382","-260,271,727","-260,271,727",0,0,0,0,0,0,新台幣                 10.0000元
6251 - 定穎,股東會確認,1,108/02/24,108/05/24,"-252,010,927","-240,885,108","-490,759,043","-490,759,043",0,0,0,0,0,0,新台幣                 10.0000元
6257 - 矽格,股東會確認,1,108/03/14,108/06/13,"2,765,401,434","1,155,307,347","3,917,073,515","3,513,497,576",1.03,1.03,"807,151,878",0,0,0,新台幣                 10.0000元
6269 - 台郡,股東會確認,1,108/02/14,108/06/18,"8,567,657,936","2,644,712,424","10,869,363,398","10,086,221,598",2.5,2.5,"1,566,283,600",0,0,0,新台幣                 10.0000元
6271 - 同欣電,股東會確認,1,108/03/15,108/06/21,"1,436,233,501","1,013,602,966","2,361,765,513","1,436,233,501",5.59715707,0.40284293,"992,145,120",0,0,0,新台幣                 10.0000元
6277 - 宏正,股東會確認,1,108/03/12,108/06/14,"264,923,320","1,576,132,061","1,687,405,159","731,635,831",8,0,"955,769,328",0,0,0,新台幣                 10.0000元
6278 - 台表科,股東會確認,1,108/03/22,108/06/13,"3,525,477,307","785,002,800","4,411,157,394","4,031,039,535",1.3,0,"380,117,859",0,0,0,新台幣                 10.0000元
6281 - 全國電,股東會確認,1,108/03/08,108/06/14,"1,832,508","405,437,347","375,051,873","8,111,976",3.7,0.3,"396,691,780",0,0,0,新台幣                 10.0000元
6282 - 康舒,股東會確認,1,108/03/08,108/06/25,"885,144,611","1,005,422,085","1,750,320,047","1,233,698,752",1,0,"516,621,295",0,0,0,新台幣                 10.0000元
6283 - 淳安,股東會確認,1,108/03/22,108/06/10,"3,719,069","26,265,044","29,051,790","29,051,790",0,0,0,0,0,0,新台幣                 10.0000元
6285 - 啟碁,股東會確認,1,108/03/13,108/06/05,"4,228,922,169","1,929,344,847","5,756,276,337","4,389,843,780",3.5,0,"1,366,432,557",0,0,0,新台幣                 10.0000元
6288 - 聯嘉,股東會確認,1,108/03/12,108/05/30,"59,224,726","148,412,261","188,310,464","94,190,064",0.55,0,"94,120,400",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6289 - 華上,股東會確認,1,108/03/26,108/06/21,"-2,589,455,917","70,731,713","-2,549,937,408","-2,549,937,408",0,0,0,0,0,0,新台幣                 10.0000元
6405 - 悅城,股東會確認,1,108/03/21,108/06/12,"477,588,494","5,604,398","482,632,452","476,052,452",0.1,0.4,"32,900,000",0,0,0,新台幣                 10.0000元
6409 - 旭隼,股東會確認,1,108/02/25,108/06/25,"353,754,500","1,813,632,681","1,936,022,831","322,975,611",20,1,"1,652,389,830",0.5,0,"3,934,262",新台幣                 10.0000元
6412 - 群電,股東會確認,1,108/03/05,108/06/06,"306,316,683","1,030,209,061","859,129,087","94,456,337",2,0,"764,672,750",0,0,0,新台幣                 10.0000元
6414 - 樺漢,股東會確認,1,108/03/29,108/06/28,"102,585,221","1,108,116,700","819,333,241","238,896,937",7,0,"580,436,304",0,0,0,新台幣                 10.0000元
6415 - 矽力-KY,股東會確認,1,108/03/19,108/06/13,"3,503,153,957","1,829,851,305","5,280,677,627","4,694,009,935",6.5,0,"586,667,692",0,0,0,新台幣                 10.0000元
6416 - 瑞祺電通,股東會確認,1,108/03/08,108/06/05,"339,662,668","356,143,674","658,846,116","422,831,897",3.5,0,"236,014,219",0,0,0,新台幣                 10.0000元
6431 - 光麗-KY,股東會確認,1,108/03/07,108/06/28,"-158,814,533","-18,877,631","-177,692,164","-177,692,164",0,0,0,0,0,0,新台幣                 10.0000元
6442 - 光聖,股東會確認,1,108/03/21,108/06/10,"861,830,645","154,394,585","990,123,862","858,123,862",1.5,0,"99,000,000",0.5,0,"3,300,000",新台幣                 10.0000元
6443 - 元晶,股東會確認,1,0,108/03/29,"-950,260,577","-1,156,661,328","-1,960,666,022","-1,960,666,022",0,0,0,0,0,0,新台幣                 10.0000元
6449 - 鈺邦,股東會確認,1,108/05/08,108/06/19,"283,766,590","182,343,481","445,219,798","362,035,886",1,0,"83,183,912",0,0,0,新台幣                 10.0000元
6451 - 訊芯-KY,股東會確認,1,108/04/26,108/06/24,"1,263,636,182","298,246,568","1,586,129,103","1,346,764,867",2.27,0,"239,364,236",0,0,0,新台幣                 10.0000元
6452 - 康友-KY,股東會確認,1,108/05/10,108/06/28,"319,173,668","1,114,329,091","1,172,182,732","702,582,732",3.2,0,"249,600,000",2.82051282,0,"22,000,000",新台幣                 10.0000元
6456 - GIS-KY,股東會確認,1,108/03/05,108/05/29,"8,645,740,818","3,980,158,674","11,728,381,880","10,376,622,680",4,0,"1,351,759,200",0,0,0,新台幣                 10.0000元
6464 - 台數科,股東會確認,1,108/02/26,108/05/30,"952,559,472","636,927,847","1,343,703,254","1,088,283,570",2,3.5,"668,956,321",0.1,0,"1,216,284",新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6477 - 安集,股東會確認,1,108/05/02,108/06/14,"57,719,311","225,965,717","224,398,434","148,833,178",0.8,0,"75,565,256",0,0,0,新台幣                 10.0000元
6491 - 晶碩,股東會確認,1,108/02/18,108/06/14,"557,916,787","541,156,678","1,044,211,864","954,211,864",1.5,0,"90,000,000",0,0,0,新台幣                 10.0000元
6504 - 南六,股東會確認,1,108/03/06,108/05/29,"995,307,856","592,765,837","1,455,385,955","1,092,385,955",5,0,"363,000,000",0,0,0,新台幣                 10.0000元
6505 - 台塑化,股東會確認,1,108/03/11,108/05/31,"52,560,013,582","60,090,225,031","108,784,305,113","63,059,698,783",4.8,0,"45,724,606,330",0,0,0,新台幣                 10.0000元
6525 - 捷敏-KY,股東會確認,1,108/03/20,108/06/05,"742,084,130","774,363,148","1,450,932,407","864,353,391",4,0,"469,263,216",1,0,"11,731,580",新台幣                 10.0000元
6531 - 愛普,股東會確認,1,108/04/26,108/06/06,"666,447,895","115,470,263","772,740,634","735,201,422",0.5,0,"37,539,212",0,0,0,新台幣                 10.0000元
6533 - 晶心科,股東會確認,1,108/03/15,108/06/18,"-7,545,689","41,567,257","29,731,378",0,0.69708658,0,"29,731,378",0,0,0,新台幣                 10.0000元
6541 - 泰福-KY,股東會確認,1,108/03/28,108/06/19,"-3,489,501,432","-1,893,861,096","-5,383,362,528","-5,383,362,528",0,0,0,0,0,0,新台幣                 10.0000元
6552 - 易華電,股東會確認,1,108/03/11,108/06/11,"63,397,719","219,544,213","250,463,241","50,463,241",2,0,"200,000,000",0,0,0,新台幣                 10.0000元
6558 - 興能高,股東會確認,1,108/03/25,108/06/26,"127,967,150","164,991,947","266,881,134","162,574,134",1.20431584,0,"104,307,000",0,0,0,新台幣                 10.0000元
6573 - 虹揚-KY,股東會確認,1,108/03/22,108/06/10,"367,714,035","35,390,595","385,100,726","352,174,221",0.25,0,"16,463,255",0.24999992,0,"1,646,325",新台幣                 10.0000元
6579 - 研揚,股東會確認,1,108/02/20,108/05/31,"81,557,804","732,861,350","711,206,885","102,363,166",4.1,0,"608,843,719",0,0,0,新台幣                 10.0000元
6581 - 鋼聯,股東會確認,1,108/02/27,108/05/29,"435,680,333","785,480,616","1,138,297,146","584,168,129",4.98,0,"554,129,017",0,0,0,新台幣                 10.0000元
6582 - 申豐,股東會確認,1,108/03/08,108/06/28,"538,119,983","426,960,644","946,384,886","569,579,578",3.6,0,"376,805,308",0,0,0,新台幣                 10.0000元
6591 - 動力-KY,股東會確認,1,108/03/22,108/06/12,"131,716,353","73,777,251","184,408,980","145,449,480",1.4975892,0,"38,959,500",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
6592 - 和潤企業,股東會確認,1,108/03/19,108/06/25,"3,493,834,423","1,761,514,825","5,028,330,883","3,792,116,540",3.3,0,"1,236,214,343",0,0,0,新台幣                 10.0000元
6605 - 帝寶,股東會確認,1,108/03/25,108/06/20,"5,648,684,820","938,351,459","6,461,370,471","6,079,992,758",2.3,0,"381,377,713",0,0,0,新台幣                 10.0000元
6625 - 必應,股東會確認,1,108/03/21,108/06/19,"3,171,237","85,713,837","78,029,300","8,314,211",1.5,0,"52,286,319",0.5,0,"1,742,877",新台幣                 10.0000元
6641 - 基士德-KY,股東會確認,1,108/03/14,108/06/06,"153,742,119","213,672,122","279,098,609","149,898,609",3.8,0,"129,200,000",0,0,0,新台幣                 10.0000元
6655 - 科定,股東會確認,1,108/03/26,108/06/18,"490,183,851","214,680,472","683,396,276","650,092,026",0.5,1.5,"133,217,000",0,0,0,新台幣                 10.0000元
6666 - 羅麗芬-KY,股東會確認,1,108/03/15,108/06/18,"7,925,194","431,247,601","393,984,035","49,344,035",7,0,"301,560,000",1,0,"4,308,000",新台幣                 10.0000元
6668 - 中揚光,股東會確認,1,108/03/20,108/06/21,"131,792,874","140,079,093","250,383,361","181,965,859",1,0,"68,417,502",0,0,0,新台幣                 10.0000元
6669 - 緯穎,股東會確認,1,108/05/02,108/06/25,"448,972,083","5,577,576,580","5,476,936,232","2,684,251,576",16,0,"2,792,684,656",0,0,0,新台幣                 10.0000元
6670 - 復盛應用,股東會確認,1,108/03/28,108/06/27,"71,537,760","2,005,630,802","1,793,550,421","352,220,421",11,0,"1,441,330,000",0,0,0,新台幣                 10.0000元
6671 - 三能-KY,股東會確認,1,108/03/13,108/06/20,"202,093,820","178,467,271","338,022,055","155,772,055",3,0,"182,250,000",0,0,0,新台幣                 10.0000元
6672 - 騰輝電子-KY,股東會確認,1,108/03/11,108/06/18,"132,250,550","405,264,243","391,827,103","155,338,601",3.66,0,"236,488,502",0,0,0,新台幣                 10.0000元
6674 - 鋐寶科技,股東會確認,1,108/05/09,108/06/28,"376,533,669","184,369,249","542,465,993","422,158,167",1.8,0,"120,307,826",0,0,0,新台幣                 10.0000元
6698 - 旭暉應材,股東會確認,1,108/03/28,108/06/19,"29,734,154","126,816,314","130,344,689","70,000,936",1,0,"60,343,753",0,0,0,新台幣                 10.0000元
6706 - 惠特,股東會確認,1,108/03/29,108/06/28,"179,515,435","296,516,344","446,380,145","205,512,405",4,0,"240,867,740",0,0,0,新台幣                 10.0000元
6715 - 嘉基,股東會確認,1,108/03/19,108/06/19,"-134,913,308","250,336,139","98,487,478","72,987,478",0.5,0,"25,500,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
8011 - 台通,股東會確認,1,108/03/13,108/06/06,"223,893,995","1,203,905","219,199,345","219,199,345",0,0,0,0,0,0,新台幣                 10.0000元
8016 - 矽創,股東會確認,1,108/03/15,108/06/26,"1,201,118,344","840,363,157","1,814,858,333","1,213,745,428",5,0,"601,112,905",0,0,0,新台幣                 10.0000元
8021 - 尖點,股東會確認,1,108/02/22,108/06/12,"1,147,069,397","253,641,244","1,307,285,486","1,136,668,925",1.2,0,"170,616,561",0,0,0,新台幣                 10.0000元
8028 - 昇陽半導體,股東會確認,1,108/03/29,108/05/24,"18,710,569","232,633,725","266,845,652","54,992,852",1.6,0,"211,852,800",0,0,0,新台幣                 10.0000元
8033 - 雷虎,股東會確認,1,108/03/31,108/06/26,"-534,190,435","-48,783,076","-583,193,546",0,0,0,0,0,0,0,新台幣                 10.0000元
8039 - 台虹,股東會確認,1,108/02/20,108/05/29,"2,249,471,726","672,308,588","2,841,580,479","2,423,341,095",2,0.5,"522,799,230",0,0,0,新台幣                 10.0000元
8046 - 南電,股東會確認,1,108/03/20,108/06/14,0,"-584,333,248",0,0,0,0.7,"452,315,841",0,0,0,新台幣                 10.0000元
8070 - 長華,股東會確認,1,108/03/19,108/06/19,"873,261,382","856,078,649","1,707,566,414","941,007,170",12,0,"766,559,244",0,0,0,新台幣                 10.0000元
8072 - 陞泰,股東會確認,1,108/03/27,108/06/19,"492,185,147","-19,632,764","474,108,996","434,108,996",0.5,0,"40,000,000",0,0,0,新台幣                 10.0000元
8081 - 致新,股東會確認,1,108/03/21,108/06/12,"705,911,762","473,863,931","1,125,108,949","694,248,589",5,0,"430,860,360",0,0,0,新台幣                 10.0000元
8101 - 華冠,股東會確認,1,108/03/26,108/06/19,"-2,622,093,065","-708,857,723","-956,195,785","-956,195,785",0,0,0,0,0,0,新台幣                 10.0000元
8103 - 瀚荃,股東會確認,1,108/03/22,108/06/19,"597,547,549","204,527,557","748,677,622","667,278,209",1,0,"81,399,413",0,0,0,新台幣                 10.0000元
8104 - 錸寶,股東會確認,1,108/03/22,108/06/21,"344,435,726","340,444,300","652,727,510","449,837,360",3,0,"202,890,150",0,0,0,新台幣                 10.0000元
